"","Day","Daily.Avg..Relative.Humidity....","Daily.Avg..Wind.Speed..km.h."
"1","2001-05-01 00:00",NA,NA
"2","2001-05-02 00:00",NA,NA
"3","2001-05-03 00:00",NA,NA
"4","2001-05-04 00:00",NA,NA
"5","2001-05-05 00:00",NA,NA
"6","2001-05-06 00:00",NA,NA
"7","2001-05-07 00:00",NA,NA
"8","2001-05-08 00:00",NA,NA
"9","2001-05-09 00:00",NA,NA
"10","2001-05-10 00:00",NA,NA
"11","2001-05-11 00:00",NA,NA
"12","2001-05-12 00:00",NA,NA
"13","2001-05-13 00:00",NA,NA
"14","2001-05-14 00:00",NA,NA
"15","2001-05-15 00:00",NA,NA
"16","2001-05-16 00:00",NA,NA
"17","2001-05-17 00:00",NA,NA
"18","2001-05-18 00:00",NA,NA
"19","2001-05-19 00:00",NA,NA
"20","2001-05-20 00:00",NA,NA
"21","2001-05-21 00:00",NA,NA
"22","2001-05-22 00:00",NA,NA
"23","2001-05-23 00:00",NA,NA
"24","2001-05-24 00:00",NA,NA
"25","2001-05-25 00:00",NA,NA
"26","2001-05-26 00:00",NA,NA
"27","2001-05-27 00:00",NA,NA
"28","2001-05-28 00:00",NA,NA
"29","2001-05-29 00:00",NA,NA
"30","2001-05-30 00:00",NA,NA
"31","2001-05-31 00:00",NA,NA
"32","2001-06-01 00:00",NA,NA
"33","2001-06-02 00:00",NA,NA
"34","2001-06-03 00:00",NA,NA
"35","2001-06-04 00:00",NA,NA
"36","2001-06-05 00:00",NA,NA
"37","2001-06-06 00:00",NA,NA
"38","2001-06-07 00:00",NA,NA
"39","2001-06-08 00:00",NA,NA
"40","2001-06-09 00:00",NA,NA
"41","2001-06-10 00:00",NA,NA
"42","2001-06-11 00:00",NA,NA
"43","2001-06-12 00:00",NA,NA
"44","2001-06-13 00:00",NA,NA
"45","2001-06-14 00:00",NA,NA
"46","2001-06-15 00:00",NA,NA
"47","2001-06-16 00:00",NA,NA
"48","2001-06-17 00:00",NA,NA
"49","2001-06-18 00:00",NA,NA
"50","2001-06-19 00:00",NA,NA
"51","2001-06-20 00:00",NA,NA
"52","2001-06-21 00:00",61.3,7.1
"53","2001-06-22 00:00",69.4166666666667,11
"54","2001-06-23 00:00",84.6666666666667,18.1666666666667
"55","2001-06-24 00:00",94.375,17.875
"56","2001-06-25 00:00",93.625,12.2916666666667
"57","2001-06-26 00:00",79.6666666666667,11.625
"58","2001-06-27 00:00",75.25,12.4583333333333
"59","2001-06-28 00:00",60.2083333333333,18
"60","2001-06-29 00:00",64,12.5833333333333
"61","2001-06-30 00:00",84.1666666666667,15.625
"62","2001-07-01 00:00",94.1666666666667,11.0416666666667
"63","2001-07-02 00:00",78.875,22.1666666666667
"64","2001-07-03 00:00",65.1666666666667,16.5
"65","2001-07-04 00:00",69.5416666666667,15.0833333333333
"66","2001-07-05 00:00",93.4166666666667,14.0416666666667
"67","2001-07-06 00:00",93.1666666666667,12.0416666666667
"68","2001-07-07 00:00",79,17.875
"69","2001-07-08 00:00",84.4166666666667,12.125
"70","2001-07-09 00:00",87.375,13.125
"71","2001-07-10 00:00",93.8333333333333,14.0833333333333
"72","2001-07-11 00:00",91.9583333333333,12.5833333333333
"73","2001-07-12 00:00",89.4166666666667,13.6666666666667
"74","2001-07-13 00:00",79.0416666666667,19.625
"75","2001-07-14 00:00",83.125,10.3333333333333
"76","2001-07-15 00:00",77.9583333333333,8.79166666666667
"77","2001-07-16 00:00",87.0416666666667,10.0416666666667
"78","2001-07-17 00:00",84.125,8.5
"79","2001-07-18 00:00",89.125,6.58333333333333
"80","2001-07-19 00:00",83.75,4.95833333333333
"81","2001-07-20 00:00",65.7083333333333,8.66666666666667
"82","2001-07-21 00:00",64.1666666666667,11.6666666666667
"83","2001-07-22 00:00",72,19.125
"84","2001-07-23 00:00",81.375,17.2916666666667
"85","2001-07-24 00:00",86.7083333333333,20.2916666666667
"86","2001-07-25 00:00",83.2083333333333,13.9166666666667
"87","2001-07-26 00:00",74.2083333333333,9.58333333333333
"88","2001-07-27 00:00",71.3333333333333,12.2083333333333
"89","2001-07-28 00:00",76.2083333333333,7.70833333333333
"90","2001-07-29 00:00",72.7083333333333,9.79166666666667
"91","2001-07-30 00:00",74.125,7.41666666666667
"92","2001-07-31 00:00",76.0833333333333,7.625
"93","2001-08-01 00:00",69.2916666666667,9.83333333333333
"94","2001-08-02 00:00",69.9166666666667,13.7083333333333
"95","2001-08-03 00:00",72.6666666666667,14.375
"96","2001-08-04 00:00",80.1666666666667,6.20833333333333
"97","2001-08-05 00:00",77.5416666666667,9.25
"98","2001-08-06 00:00",78.25,17.0833333333333
"99","2001-08-07 00:00",82.3333333333333,18.5416666666667
"100","2001-08-08 00:00",65.8333333333333,11.9166666666667
"101","2001-08-09 00:00",67.375,10.875
"102","2001-08-10 00:00",81.0952380952381,20.5238095238095
"103","2001-08-11 00:00",60.8333333333333,14.5
"104","2001-08-12 00:00",71.125,7.29166666666667
"105","2001-08-13 00:00",89.7083333333333,8.70833333333333
"106","2001-08-14 00:00",88.6666666666667,7.70833333333333
"107","2001-08-15 00:00",73.3333333333333,7.08333333333333
"108","2001-08-16 00:00",79.7083333333333,9.70833333333333
"109","2001-08-17 00:00",76.8333333333333,10.625
"110","2001-08-18 00:00",90.9583333333333,13.6666666666667
"111","2001-08-19 00:00",87,11.875
"112","2001-08-20 00:00",90.125,8.75
"113","2001-08-21 00:00",94.4166666666667,10.7083333333333
"114","2001-08-22 00:00",88.125,9.33333333333333
"115","2001-08-23 00:00",82.0833333333333,8.75
"116","2001-08-24 00:00",85.875,15.0833333333333
"117","2001-08-25 00:00",67.2916666666667,7.58333333333333
"118","2001-08-26 00:00",67.5,16
"119","2001-08-27 00:00",85.875,12.7916666666667
"120","2001-08-28 00:00",93.7083333333333,8.33333333333333
"121","2001-08-29 00:00",93.875,9.33333333333333
"122","2001-08-30 00:00",69.8333333333333,8.25
"123","2001-08-31 00:00",75.5833333333333,19.2916666666667
"124","2001-09-01 00:00",89.75,17.8333333333333
"125","2001-09-02 00:00",81.0833333333333,11
"126","2001-09-03 00:00",72.2916666666667,11.2083333333333
"127","2001-09-04 00:00",65.375,15.6666666666667
"128","2001-09-05 00:00",91.5,15.875
"129","2001-09-06 00:00",72.8333333333333,14.5
"130","2001-09-07 00:00",75,9.45833333333333
"131","2001-09-08 00:00",74.5833333333333,14.2916666666667
"132","2001-09-09 00:00",77.4583333333333,12.7083333333333
"133","2001-09-10 00:00",86.125,15
"134","2001-09-11 00:00",85.625,11.8333333333333
"135","2001-09-12 00:00",71.1666666666667,8.5
"136","2001-09-13 00:00",79.5833333333333,6.54166666666667
"137","2001-09-14 00:00",84.5,10.75
"138","2001-09-15 00:00",74.5833333333333,8.66666666666667
"139","2001-09-16 00:00",72.9583333333333,14.2083333333333
"140","2001-09-17 00:00",75.5833333333333,7.33333333333333
"141","2001-09-18 00:00",83.4583333333333,12.0833333333333
"142","2001-09-19 00:00",71.125,12.2916666666667
"143","2001-09-20 00:00",75.25,7.95833333333333
"144","2001-09-21 00:00",82.1666666666667,12.1666666666667
"145","2001-09-22 00:00",96.4347826086957,18
"146","2001-09-23 00:00",94.4166666666667,9.54166666666667
"147","2001-09-24 00:00",88.25,5.25
"148","2001-09-25 00:00",90.0416666666667,7.04166666666667
"149","2001-09-26 00:00",96.125,12.25
"150","2001-09-27 00:00",97.4583333333333,13.5416666666667
"151","2001-09-28 00:00",78.875,10.0833333333333
"152","2001-09-29 00:00",87.125,10
"153","2001-09-30 00:00",82.6666666666667,6.79166666666667
"154","2001-10-01 00:00",80.1666666666667,6.83333333333333
"155","2001-10-02 00:00",83.4583333333333,7.875
"156","2001-10-03 00:00",80.5,8.83333333333333
